listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights,,,,,,,
736534,2/24/2023,f,"$1,250.00 ","$1,250.00 ",2,1125,,,,,,,
736534,2/25/2023,f,"$1,250.00 ","$1,250.00 ",2,1125,,,,,,,
736534,2/26/2023,t,"$1,250.00 ","$1,250.00 ",1,1125,,,,,,,
736534,2/27/2023,t,"$1,250.00 ","$1,250.00 ",1,1125,,,,,,,
736534,2/28/2023,t,"$1,250.00 ","$1,250.00 ",1,1125,,,,,,,
736534,3/1/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/2/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/3/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/4/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/5/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/6/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/7/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/8/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/9/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/10/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/11/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/12/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/13/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/14/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/15/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/16/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/17/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/18/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/19/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/20/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/21/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/22/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/23/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/24/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/25/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,3/26/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/27/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/28/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/29/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/30/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,3/31/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/1/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/2/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/3/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/4/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/5/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/6/2023,t,"$1,150.00 ","$1,150.00 ",4,1125,,,,,,,
736534,4/7/2023,t,"$1,150.00 ","$1,150.00 ",4,1125,,,,,,,
736534,4/8/2023,t,"$1,150.00 ","$1,150.00 ",4,1125,,,,,,,
736534,4/9/2023,t,"$1,150.00 ","$1,150.00 ",4,1125,,,,,,,
736534,4/10/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/11/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/12/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/13/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/14/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/15/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/16/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/17/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/18/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/19/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/20/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/21/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/22/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/23/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/24/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/25/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/26/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/27/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,4/28/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/29/2023,t,"$1,150.00 ","$1,150.00 ",2,1125,,,,,,,
736534,4/30/2023,t,"$1,150.00 ","$1,150.00 ",1,1125,,,,,,,
736534,5/1/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/2/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/3/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/4/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/5/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/6/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/7/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/8/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/9/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/10/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/11/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/12/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/13/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/14/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/15/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/16/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/17/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/18/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/19/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/20/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/21/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/22/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/23/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/24/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/25/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/26/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/27/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,5/28/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/29/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/30/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,5/31/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/1/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/2/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/3/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/4/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/5/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/6/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/7/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/8/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/9/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/10/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/11/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/12/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/13/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/14/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/15/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/16/2023,f,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/17/2023,f,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/18/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/19/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/20/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/21/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/22/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/23/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/24/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,6/25/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/26/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/27/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/28/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/29/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,6/30/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/1/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/2/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/3/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/4/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/5/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/6/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/7/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/8/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/9/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/10/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/11/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/12/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/13/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/14/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/15/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/16/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/17/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/18/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/19/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/20/2023,f,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/21/2023,f,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/22/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/23/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/24/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/25/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/26/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/27/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/28/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/29/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,7/30/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,7/31/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/1/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/2/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/3/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/4/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/5/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/6/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/7/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/8/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/9/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/10/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/11/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/12/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/13/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/14/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/15/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/16/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/17/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/18/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/19/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/20/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/21/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/22/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/23/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/24/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/25/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/26/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,8/27/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/28/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/29/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/30/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,8/31/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/1/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/2/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/3/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/4/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/5/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/6/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/7/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/8/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/9/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/10/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/11/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/12/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/13/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/14/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/15/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/16/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/17/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/18/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/19/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/20/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/21/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/22/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/23/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/24/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/25/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/26/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/27/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/28/2023,t,"$1,000.00 ","$1,000.00 ",1,1125,,,,,,,
736534,9/29/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,9/30/2023,t,"$1,000.00 ","$1,000.00 ",2,1125,,,,,,,
736534,10/1/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/2/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/3/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/4/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/5/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/6/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/7/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/8/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/9/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/10/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/11/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/12/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/13/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/14/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/15/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/16/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/17/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/18/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/19/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/20/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/21/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/22/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/23/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/24/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/25/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/26/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/27/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/28/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/29/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/30/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,10/31/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/1/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/2/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/3/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/4/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/5/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/6/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/7/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/8/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/9/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/10/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/11/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/12/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/13/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/14/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/15/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/16/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/17/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
736534,11/18/2023,t,"$1,150.00 ","$1,150.00 ",7,1125,,,,,,,
